age,employment_type,monthly_income,credit_score,savings,existing_loan,loan_purpose,requested_amount,tenure_years,collateral,recommended_loan_type,approved_amount,approval_status
39,Business,79824,683,1113442,No,Taxi Purchase,693022,14,No,Car,693022,Approved
45,Self-Employed,58528,636,849405,Yes,Taxi Purchase,1307309,9,No,Car,97540,Rejected
23,Business,33296,730,1439867,Yes,Used Car,589847,11,Yes,Car,533330,Partial
57,Freelancer,59336,759,779406,Yes,Vehicle Upgrade,1575485,9,Yes,Car,1016280,Partial
46,Freelancer,22623,852,805377,No,New Car Purchase,322372,8,No,Car,322372,Partial
43,Self-Employed,83217,696,863037,No,Vehicle Upgrade,1979823,14,Yes,Car,1623847,Approved
54,Salaried,39261,658,665141,No,Taxi Purchase,1601468,11,No,Car,669818,Partial
53,Freelancer,31973,564,194966,No,Used Car,797204,9,Yes,Car,62921,Rejected
61,Salaried,74211,838,1340321,No,New Car Purchase,1314189,9,No,Car,1314189,Approved
24,Self-Employed,46271,625,1129391,Yes,New Car Purchase,408882,1,No,Car,81815,Rejected
34,Salaried,40821,594,164565,No,Vehicle Upgrade,932918,6,Yes,Car,737298,Partial
46,Self-Employed,94591,864,112190,Yes,New Car Purchase,1151683,11,No,Car,1151683,Partial
53,Self-Employed,41137,713,1364105,No,Used Car,1020710,7,No,Car,863938,Approved
34,Business,56691,897,853277,Yes,New Car Purchase,403568,14,Yes,Car,403568,Approved
47,Self-Employed,21717,627,594190,No,Used Car,819999,13,Yes,Car,294036,Partial
56,Salaried,38279,808,89523,Yes,New Car Purchase,1783946,13,Yes,Car,714973,Partial
38,Salaried,49611,722,317377,No,Vehicle Upgrade,1507678,6,No,Car,1039698,Partial
44,Self-Employed,41171,807,578979,No,Taxi Purchase,1136490,2,Yes,Car,816739,Approved
32,Freelancer,51356,723,794513,No,Vehicle Upgrade,1364281,8,No,Car,988247,Partial
29,Salaried,81656,536,79161,Yes,Used Car,1744897,6,Yes,Car,1247012,Partial
42,Salaried,26008,826,782966,Yes,Used Car,1343252,14,No,Car,327382,Partial
44,Salaried,31232,731,564501,No,Vehicle Upgrade,1895113,8,Yes,Car,544307,Approved
62,Business,27768,517,1109296,No,New Car Purchase,1482940,14,No,Car,455590,Partial
27,Freelancer,28353,605,257483,No,Used Car,1273288,12,No,Car,52363,Rejected
25,Salaried,55253,677,1441312,No,New Car Purchase,746865,11,No,Car,746865,Partial
27,Freelancer,75136,797,599271,No,Vehicle Upgrade,446683,1,Yes,Car,446683,Approved
30,Business,36702,547,256644,Yes,Used Car,1063293,3,Yes,Car,655019,Partial
60,Freelancer,73527,700,1261838,Yes,Taxi Purchase,345989,4,Yes,Car,345989,Approved
45,Self-Employed,32430,657,1339460,Yes,Vehicle Upgrade,1224022,14,Yes,Car,628199,Partial
37,Self-Employed,40304,609,477672,Yes,Taxi Purchase,1542073,1,Yes,Car,582127,Partial
36,Business,37593,615,296880,Yes,Taxi Purchase,1922019,3,No,Car,450536,Rejected
49,Freelancer,21801,779,1227655,Yes,New Car Purchase,1398159,7,Yes,Car,394089,Approved
40,Self-Employed,43099,824,746521,Yes,Taxi Purchase,1154098,15,Yes,Car,919871,Partial
32,Freelancer,20845,611,203914,No,New Car Purchase,1008589,11,Yes,Car,413755,Partial
37,Self-Employed,24312,806,852759,Yes,New Car Purchase,1359415,3,No,Car,337112,Partial
59,Business,24907,671,239218,Yes,Vehicle Upgrade,1347960,13,Yes,Car,179409,Rejected
56,Salaried,39119,760,592004,Yes,Taxi Purchase,1192997,5,No,Car,587576,Partial
32,Freelancer,57767,890,782931,No,New Car Purchase,1741829,11,Yes,Car,1362098,Approved
46,Freelancer,131769,815,985490,No,New Car Purchase,1747101,1,Yes,Car,1747101,Approved
62,Self-Employed,145321,805,278486,Yes,Used Car,399113,14,Yes,Car,399113,Partial
47,Freelancer,20335,801,834106,No,Used Car,421460,13,No,Car,421460,Partial
24,Freelancer,66855,652,957595,Yes,New Car Purchase,1629283,6,No,Car,976081,Partial
35,Business,26215,663,1131987,No,Used Car,794626,4,No,Car,436994,Partial
41,Freelancer,122749,733,43719,Yes,Used Car,607865,6,No,Car,607865,Partial
62,Salaried,32555,894,841643,No,New Car Purchase,1883619,2,No,Car,548111,Approved
26,Self-Employed,40229,739,1077556,No,Vehicle Upgrade,1513026,1,No,Car,803995,Partial
37,Self-Employed,47545,594,1467300,Yes,Vehicle Upgrade,1700977,11,Yes,Car,666748,Partial
31,Salaried,21444,678,1302519,Yes,Vehicle Upgrade,1318469,3,No,Car,228884,Rejected
52,Business,88140,733,513967,No,Used Car,814040,3,Yes,Car,814040,Approved
36,Freelancer,44121,654,284269,Yes,New Car Purchase,1754414,10,Yes,Car,592663,Partial
54,Business,48461,769,754186,Yes,Vehicle Upgrade,1222858,12,No,Car,656322,Partial
54,Self-Employed,110580,856,814601,Yes,New Car Purchase,1840299,8,Yes,Car,1840299,Approved
40,Salaried,30300,569,1404593,Yes,Used Car,1914879,15,No,Car,55282,Rejected
52,Self-Employed,58120,768,716446,No,Used Car,1411807,13,No,Car,841009,Approved
52,Freelancer,97175,812,1358577,Yes,Used Car,624080,2,Yes,Car,624080,Approved
59,Self-Employed,46506,784,1382821,Yes,Vehicle Upgrade,361189,3,Yes,Car,361189,Approved
46,Freelancer,127618,789,514041,Yes,Vehicle Upgrade,584417,2,No,Car,584417,Approved
49,Freelancer,31838,502,196631,Yes,Used Car,1358645,14,No,Car,77256,Rejected
30,Freelancer,47030,545,1380686,Yes,New Car Purchase,1591782,1,No,Car,609447,Partial
45,Business,40963,722,924429,Yes,Used Car,601263,11,No,Car,601263,Partial
50,Freelancer,63577,790,993618,No,Used Car,819682,13,Yes,Car,819682,Approved
57,Self-Employed,155611,767,993764,No,New Car Purchase,1670272,6,No,Car,1670272,Approved
35,Business,166675,644,596182,Yes,Used Car,561054,12,No,Car,561054,Partial
28,Self-Employed,61410,509,798227,Yes,Taxi Purchase,746309,4,No,Car,746309,Partial
57,Self-Employed,35988,719,155804,No,Used Car,1074974,13,Yes,Car,722473,Partial
31,Business,46659,671,1008130,Yes,Taxi Purchase,523685,9,No,Car,69753,Rejected
56,Business,87357,512,1041848,No,New Car Purchase,808413,10,No,Car,808413,Partial
26,Salaried,77360,707,75025,Yes,Vehicle Upgrade,1211499,11,Yes,Car,1108322,Partial
57,Salaried,27510,630,954187,Yes,Used Car,1134499,12,Yes,Car,1000,Rejected
47,Freelancer,30000,725,36502,Yes,New Car Purchase,1733341,10,No,Car,171732,Rejected
44,Freelancer,22316,848,618514,No,Used Car,925887,4,No,Car,489576,Partial
33,Business,164811,686,126563,No,New Car Purchase,894103,13,No,Car,894103,Partial
29,Freelancer,84697,568,658795,Yes,Used Car,790514,10,Yes,Car,790514,Partial
58,Self-Employed,63586,814,472708,No,Taxi Purchase,775421,7,Yes,Car,775421,Approved
36,Business,63556,641,747477,Yes,Used Car,1512850,12,No,Car,1150092,Partial
36,Self-Employed,26726,711,730742,Yes,Taxi Purchase,1273791,15,No,Car,321376,Partial
36,Freelancer,167660,647,1056456,No,New Car Purchase,1450669,7,No,Car,1450669,Partial
44,Self-Employed,90381,691,902780,Yes,New Car Purchase,1636968,3,No,Car,1422525,Partial
55,Self-Employed,65043,668,1319217,No,New Car Purchase,834335,2,No,Car,834335,Partial
34,Freelancer,42732,897,1281339,No,Used Car,696902,3,Yes,Car,696902,Approved
52,Business,20885,603,244886,No,Vehicle Upgrade,1014805,5,Yes,Car,69835,Rejected
61,Salaried,21409,723,777312,No,Used Car,438403,14,No,Car,338692,Partial
52,Business,61934,544,1487861,No,New Car Purchase,1918610,9,Yes,Car,1206553,Partial
45,Freelancer,117045,882,1354600,Yes,Used Car,428980,2,Yes,Car,428980,Approved
42,Freelancer,86778,539,1236448,Yes,Taxi Purchase,1312439,14,Yes,Car,1115533,Partial
42,Self-Employed,27597,598,1016726,Yes,Vehicle Upgrade,974083,11,Yes,Car,521295,Partial
40,Business,52103,845,164761,No,New Car Purchase,1091137,2,No,Car,1091137,Partial
37,Freelancer,81581,858,1203148,Yes,New Car Purchase,1097044,2,Yes,Car,1097044,Approved
45,Self-Employed,41337,670,206545,No,New Car Purchase,803468,12,No,Car,16855,Rejected
41,Freelancer,104676,671,738829,Yes,Used Car,1590798,10,No,Car,1590798,Partial
33,Salaried,28149,840,139551,Yes,Taxi Purchase,1429444,6,No,Car,415470,Partial
41,Salaried,60399,895,123050,Yes,Vehicle Upgrade,1786945,6,No,Car,1227258,Partial
53,Salaried,29112,727,1319393,Yes,New Car Purchase,621352,2,Yes,Car,476967,Partial
25,Freelancer,35800,764,855437,Yes,New Car Purchase,1849418,9,Yes,Car,521289,Approved
33,Freelancer,44442,609,1254190,Yes,Used Car,382195,5,No,Car,382195,Partial
33,Business,23462,510,1301415,No,Vehicle Upgrade,1488977,10,Yes,Car,429596,Partial
47,Salaried,31470,701,120913,Yes,Used Car,1706854,15,Yes,Car,37824,Rejected
33,Business,69517,892,1314379,Yes,Taxi Purchase,1265482,8,No,Car,979003,Approved
37,Salaried,109302,752,1484198,Yes,Taxi Purchase,1689778,10,No,Car,1302711,Partial
34,Self-Employed,92554,699,1261549,No,Vehicle Upgrade,1147382,13,No,Car,1147382,Approved
47,Business,167713,638,740553,No,Taxi Purchase,1833570,15,No,Car,1833570,Partial
31,Freelancer,140536,885,1082614,Yes,New Car Purchase,1796929,13,Yes,Car,1796929,Approved
31,Freelancer,45300,738,486527,Yes,New Car Purchase,435346,9,Yes,Car,435346,Partial
62,Business,73243,714,142901,Yes,Taxi Purchase,1725960,10,Yes,Car,1126204,Partial
46,Salaried,28604,899,642155,No,Taxi Purchase,1902237,4,Yes,Car,673937,Approved
55,Business,79433,663,60101,No,New Car Purchase,881755,6,Yes,Car,881755,Partial
44,Freelancer,37054,751,1386251,Yes,New Car Purchase,1855949,11,No,Car,571052,Partial
37,Self-Employed,133895,628,1208084,No,New Car Purchase,393149,15,No,Car,393149,Partial
36,Salaried,49731,630,286319,Yes,Taxi Purchase,497366,5,No,Car,104461,Rejected
26,Business,39844,684,449836,Yes,Vehicle Upgrade,587532,13,Yes,Car,587532,Partial
56,Salaried,33453,617,595643,No,Taxi Purchase,1026780,3,Yes,Car,708172,Partial
52,Business,24213,771,780628,No,Taxi Purchase,707584,11,No,Car,408406,Approved
61,Business,118307,631,215438,Yes,Taxi Purchase,1903585,6,No,Car,229387,Rejected
37,Business,27701,689,1045091,No,New Car Purchase,550238,6,Yes,Car,550238,Partial
57,Business,76994,549,1040790,No,Vehicle Upgrade,1768748,9,No,Car,1390729,Partial
51,Business,69564,773,478362,No,New Car Purchase,1296762,9,Yes,Car,1296762,Approved
45,Salaried,30346,828,1386495,Yes,New Car Purchase,1042818,4,Yes,Car,483037,Partial
34,Freelancer,48243,614,33910,Yes,Used Car,683177,15,Yes,Car,3805,Rejected
45,Salaried,31288,530,1493091,No,Taxi Purchase,1989047,5,No,Car,302389,Rejected
39,Salaried,48204,628,671737,Yes,Used Car,309890,3,Yes,Car,309890,Partial
50,Salaried,125484,638,165604,No,Used Car,1232031,8,No,Car,117334,Rejected
50,Business,39498,709,965252,No,Used Car,1146617,7,No,Car,772726,Approved
27,Business,21753,693,1122859,Yes,Vehicle Upgrade,1396476,5,Yes,Car,385350,Partial
24,Self-Employed,38460,881,320357,No,Used Car,776116,14,Yes,Car,776116,Approved
23,Business,42072,707,752389,No,Vehicle Upgrade,1956828,4,No,Car,672243,Partial
22,Business,36441,826,1078574,Yes,Vehicle Upgrade,525435,2,Yes,Car,525435,Approved
37,Self-Employed,56956,886,1214165,Yes,New Car Purchase,514343,10,Yes,Car,514343,Partial
22,Self-Employed,165820,855,1358832,Yes,Taxi Purchase,1342062,2,No,Car,1342062,Approved
25,Salaried,41215,895,887307,No,Taxi Purchase,1025565,5,Yes,Car,741581,Approved
37,Self-Employed,165150,657,576492,No,Used Car,902285,1,Yes,Car,902285,Approved
24,Freelancer,47412,724,458466,No,Taxi Purchase,461830,10,Yes,Car,461830,Approved
45,Freelancer,42068,857,767122,No,New Car Purchase,1543054,14,No,Car,925970,Approved
27,Self-Employed,30645,686,310813,No,Used Car,980814,11,Yes,Car,506256,Partial
55,Business,32882,665,61863,Yes,Vehicle Upgrade,1068443,2,Yes,Car,124190,Rejected
41,Self-Employed,43202,650,545342,No,New Car Purchase,1466049,9,No,Car,608648,Partial
44,Business,22096,697,1357952,No,Vehicle Upgrade,815946,7,No,Car,335903,Partial
58,Salaried,62239,561,377714,No,Used Car,874700,3,Yes,Car,874700,Approved
27,Salaried,132870,514,1165851,Yes,Used Car,1032039,7,No,Car,1032039,Partial
49,Freelancer,71389,864,1279565,No,Vehicle Upgrade,382961,6,Yes,Car,382961,Approved
59,Salaried,41525,769,723811,No,Used Car,947966,2,No,Car,678049,Approved
55,Freelancer,52199,717,187420,No,Vehicle Upgrade,1489953,14,No,Car,137529,Rejected
59,Business,61211,649,57013,Yes,New Car Purchase,939985,6,No,Car,114525,Rejected
38,Freelancer,115095,571,1389759,No,Taxi Purchase,1870316,7,No,Car,1870316,Approved
37,Freelancer,161593,657,309586,No,Taxi Purchase,914060,2,No,Car,914060,Partial
47,Salaried,49038,612,1254972,No,New Car Purchase,1043226,12,No,Car,850787,Partial
32,Business,40585,699,1124289,Yes,Taxi Purchase,1637850,14,No,Car,550747,Partial
50,Freelancer,82185,857,746823,No,Vehicle Upgrade,790036,12,Yes,Car,790036,Approved
30,Freelancer,28072,705,317662,No,Used Car,1082968,4,Yes,Car,613800,Partial
27,Self-Employed,150311,528,586533,No,New Car Purchase,1114679,7,Yes,Car,1114679,Approved
43,Salaried,64019,514,254726,No,Used Car,1669598,5,Yes,Car,1325338,Partial
55,Business,150490,658,909013,Yes,Used Car,1521779,9,No,Car,1521779,Partial
62,Freelancer,37705,831,174470,Yes,Used Car,731601,2,No,Car,558423,Partial
45,Freelancer,115489,688,682827,No,New Car Purchase,1358599,1,No,Car,1358599,Approved
29,Self-Employed,25050,636,1009911,No,New Car Purchase,1682302,8,No,Car,361628,Partial
55,Business,160150,896,1248240,No,Vehicle Upgrade,935265,2,Yes,Car,935265,Approved
22,Self-Employed,86045,859,289703,Yes,Used Car,1552427,3,Yes,Car,1552427,Partial
58,Salaried,66312,653,261235,Yes,New Car Purchase,1684548,2,No,Car,256784,Rejected
59,Salaried,31419,694,104715,Yes,Vehicle Upgrade,1879471,6,Yes,Car,220505,Rejected
28,Self-Employed,179645,899,114291,Yes,Used Car,654516,12,No,Car,654516,Partial
61,Salaried,95845,559,1400889,Yes,Vehicle Upgrade,1750549,13,No,Car,1228576,Partial
47,Business,55788,613,414244,No,Used Car,1303007,7,No,Car,948298,Partial
27,Salaried,117066,711,549053,No,Vehicle Upgrade,595868,10,No,Car,595868,Approved
23,Salaried,154557,756,43396,Yes,Used Car,508852,13,No,Car,10998,Rejected
49,Self-Employed,25711,670,915777,No,Used Car,997783,12,No,Car,393700,Partial
56,Business,83722,852,752331,Yes,Taxi Purchase,1561099,3,Yes,Car,1459818,Approved
26,Self-Employed,35336,638,1279167,Yes,New Car Purchase,730934,12,Yes,Car,567129,Partial
56,Business,45300,664,228911,Yes,New Car Purchase,1187620,8,Yes,Car,237521,Rejected
25,Self-Employed,155261,618,1106946,Yes,Vehicle Upgrade,1614743,1,No,Car,1614743,Partial
49,Freelancer,30475,793,58509,No,Used Car,979070,8,Yes,Car,578780,Partial
25,Salaried,109843,705,213013,Yes,Vehicle Upgrade,1342279,13,No,Car,1342279,Partial
23,Freelancer,28330,703,1480687,Yes,Taxi Purchase,622917,5,Yes,Car,402792,Partial
30,Freelancer,99859,626,675517,No,New Car Purchase,639785,10,No,Car,639785,Partial
34,Business,130840,603,244956,No,Taxi Purchase,1179399,1,No,Car,1179399,Partial
50,Business,129449,819,94529,Yes,Used Car,1738101,14,Yes,Car,1738101,Partial
33,Self-Employed,52107,678,1075985,No,Taxi Purchase,1086899,15,No,Car,923971,Partial
38,Self-Employed,50427,658,1487880,No,New Car Purchase,1580934,10,Yes,Car,1098142,Partial
62,Freelancer,25749,853,633833,Yes,Taxi Purchase,977826,3,No,Car,419553,Partial
29,Freelancer,104685,645,453034,Yes,Taxi Purchase,885283,12,Yes,Car,885283,Partial
60,Freelancer,28221,678,1297905,Yes,New Car Purchase,1219923,12,No,Car,459610,Partial
45,Business,32567,712,123940,Yes,New Car Purchase,1589676,13,Yes,Car,357904,Rejected
35,Self-Employed,43924,510,59370,Yes,New Car Purchase,393294,15,No,Car,82504,Rejected
27,Self-Employed,75351,505,687728,No,Taxi Purchase,1877904,11,Yes,Car,1842303,Approved
58,Business,34937,628,183571,No,New Car Purchase,1261719,9,Yes,Car,715269,Partial
52,Salaried,36162,572,1366788,Yes,Taxi Purchase,605907,6,Yes,Car,579264,Partial
28,Self-Employed,40967,725,1367364,No,New Car Purchase,1576452,3,No,Car,851647,Partial
33,Freelancer,44574,718,752890,Yes,New Car Purchase,1955091,8,Yes,Car,549976,Partial
39,Self-Employed,55834,796,816124,No,Used Car,1043998,6,Yes,Car,997175,Approved
26,Business,42880,614,234951,No,Vehicle Upgrade,1263019,15,No,Car,52132,Rejected
47,Freelancer,40174,707,1266082,No,Taxi Purchase,631338,11,No,Car,625602,Approved
35,Self-Employed,56188,674,36981,No,Taxi Purchase,1511680,7,No,Car,316123,Rejected
34,Business,66129,575,487052,No,Used Car,788555,13,Yes,Car,788555,Approved
53,Freelancer,66836,782,749827,Yes,Vehicle Upgrade,1138544,3,No,Car,740850,Approved
37,Business,147722,724,818507,Yes,New Car Purchase,932090,6,No,Car,932090,Partial
40,Salaried,62547,621,1455930,No,Taxi Purchase,645048,1,Yes,Car,645048,Approved
32,Business,22418,593,878429,No,Used Car,1303661,12,Yes,Car,433763,Partial
24,Business,22329,714,168716,Yes,New Car Purchase,384824,4,Yes,Car,315182,Partial
39,Freelancer,35573,701,1044589,No,Vehicle Upgrade,1410642,8,No,Car,635300,Approved
27,Self-Employed,63574,876,1169185,No,Medical Emergency,172552,10,Yes,Gold,172552,Approved
57,Freelancer,33043,882,542096,Yes,Small Business Support,559043,2,No,Gold,404143,Partial
33,Self-Employed,25896,845,921423,Yes,Medical Emergency,517137,11,No,Gold,336200,Partial
51,Business,132042,895,133586,No,Medical Emergency,363964,15,No,Gold,363964,Partial
49,Self-Employed,71658,564,1079543,Yes,Education Fees,530964,11,Yes,Gold,530964,Partial
49,Business,63845,645,407411,No,Small Business Support,638194,11,Yes,Gold,638194,Partial
32,Self-Employed,141515,705,1126413,No,Education Fees,95931,15,No,Gold,95931,Approved
30,Business,33218,677,80039,No,Medical Emergency,758031,4,Yes,Gold,579846,Partial
46,Salaried,58056,681,1473002,No,Medical Emergency,760741,5,No,Gold,760741,Partial
50,Freelancer,29527,735,1180633,No,Small Business Support,554241,14,No,Gold,519561,Partial
31,Salaried,35114,765,1359399,Yes,Personal Need,346390,4,No,Gold,346390,Partial
46,Freelancer,54468,754,1300777,No,Education Fees,156324,8,No,Gold,156324,Partial
54,Self-Employed,50624,733,314357,No,Small Business Support,778722,1,No,Gold,778722,Approved
61,Business,39710,595,261680,Yes,Medical Emergency,613128,14,No,Gold,706,Rejected
48,Self-Employed,43599,748,933668,Yes,Medical Emergency,619609,2,Yes,Gold,619609,Partial
30,Self-Employed,22124,664,1140409,Yes,Personal Need,214322,11,No,Gold,41048,Rejected
37,Self-Employed,31301,550,1402074,No,Small Business Support,442297,9,Yes,Gold,442297,Partial
25,Freelancer,81432,754,663740,No,Small Business Support,723732,14,Yes,Gold,723732,Approved
43,Business,34599,631,595058,Yes,Small Business Support,402783,1,Yes,Gold,402783,Partial
38,Self-Employed,45177,648,271592,Yes,Medical Emergency,354729,12,Yes,Gold,354729,Partial
61,Salaried,49356,721,717882,Yes,Education Fees,474349,3,Yes,Gold,474349,Partial
31,Self-Employed,89131,723,41220,No,Small Business Support,102663,4,No,Gold,102663,Partial
55,Salaried,20533,677,1329040,Yes,Small Business Support,621146,11,Yes,Gold,339184,Partial
44,Freelancer,66516,649,67812,No,Medical Emergency,87543,9,No,Gold,87543,Partial
58,Business,49877,642,70392,Yes,Personal Need,80232,12,Yes,Gold,80232,Partial
45,Self-Employed,41758,524,510270,Yes,Education Fees,61394,13,No,Gold,61394,Partial
27,Business,22870,836,556560,No,Small Business Support,457341,11,Yes,Gold,457341,Approved
47,Business,99824,723,1241444,No,Medical Emergency,240196,3,Yes,Gold,240196,Approved
53,Self-Employed,137593,807,42547,No,Small Business Support,728329,12,Yes,Gold,728329,Approved
37,Business,20517,835,158873,Yes,Medical Emergency,520174,14,No,Gold,127985,Rejected
27,Self-Employed,43842,689,1100079,Yes,Personal Need,154603,4,No,Gold,154603,Partial
41,Salaried,40730,749,1025803,Yes,Education Fees,240234,13,Yes,Gold,240234,Approved
25,Business,40926,639,457070,Yes,Education Fees,393903,11,Yes,Gold,393903,Partial
53,Self-Employed,31684,671,733766,No,Personal Need,91092,7,No,Gold,91092,Partial
30,Salaried,55693,689,1498586,Yes,Medical Emergency,654228,7,No,Gold,654228,Partial
32,Freelancer,43632,812,180608,No,Personal Need,428949,12,Yes,Gold,428949,Partial
53,Freelancer,20279,587,982633,No,Medical Emergency,786497,7,No,Gold,352928,Partial
45,Freelancer,59132,804,70847,No,Medical Emergency,353873,10,Yes,Gold,353873,Partial
36,Business,46485,834,800863,Yes,Personal Need,446615,9,No,Gold,446615,Approved
25,Business,83149,562,336190,No,Personal Need,217874,15,Yes,Gold,217874,Partial
51,Business,72381,871,1009848,No,Medical Emergency,313529,4,Yes,Gold,313529,Approved
50,Salaried,35312,870,1144693,Yes,Small Business Support,155259,9,Yes,Gold,155259,Approved
50,Self-Employed,43779,537,1181485,Yes,Small Business Support,178732,7,No,Gold,178732,Partial
39,Business,43768,587,661323,No,Personal Need,291720,3,No,Gold,291720,Partial
49,Salaried,80721,677,1334162,Yes,Small Business Support,596423,12,Yes,Gold,596423,Partial
25,Freelancer,56425,748,390124,Yes,Small Business Support,573793,6,No,Gold,573793,Partial
24,Freelancer,28039,757,349086,Yes,Education Fees,111172,14,Yes,Gold,111172,Partial
29,Self-Employed,81602,561,936942,No,Medical Emergency,522453,10,Yes,Gold,522453,Approved
49,Business,34780,884,1033736,No,Education Fees,592667,11,Yes,Gold,592667,Approved
52,Self-Employed,57221,689,99253,Yes,Small Business Support,676309,7,Yes,Gold,140440,Rejected
45,Business,47743,539,73079,No,Personal Need,796739,1,Yes,Gold,796739,Partial
45,Business,102965,876,1305011,No,Personal Need,259060,11,Yes,Gold,259060,Approved
41,Business,72062,842,252211,No,Education Fees,691118,9,Yes,Gold,691118,Approved
47,Business,51553,822,962602,Yes,Education Fees,630268,8,No,Gold,630268,Partial
22,Freelancer,33998,690,271638,No,Education Fees,480531,3,No,Gold,87991,Rejected
44,Freelancer,22524,678,759897,No,Medical Emergency,765503,2,No,Gold,189351,Rejected
25,Self-Employed,79834,880,1018006,No,Education Fees,387216,6,Yes,Gold,387216,Approved
43,Business,48109,639,301836,No,Education Fees,343693,6,No,Gold,343693,Partial
46,Freelancer,69215,629,1458267,No,Education Fees,83215,14,Yes,Gold,83215,Partial
42,Freelancer,132107,640,362122,Yes,Personal Need,166455,12,No,Gold,166455,Partial
43,Self-Employed,171457,627,1163225,Yes,Personal Need,98475,11,Yes,Gold,98475,Partial
44,Self-Employed,139848,650,826567,No,Small Business Support,120709,4,No,Gold,120709,Approved
37,Business,35254,556,463787,Yes,Education Fees,709824,7,Yes,Gold,623318,Partial
49,Freelancer,170430,536,355058,No,Education Fees,246277,6,Yes,Gold,246277,Approved
31,Self-Employed,32418,780,232709,No,Education Fees,630465,9,No,Gold,514065,Partial
58,Freelancer,24999,713,398924,Yes,Education Fees,662495,7,Yes,Gold,430661,Partial
46,Salaried,28120,875,46365,Yes,Small Business Support,128451,11,No,Gold,30460,Rejected
45,Salaried,53318,722,1388332,Yes,Small Business Support,535687,5,Yes,Gold,535687,Partial
50,Salaried,82119,593,191458,No,Small Business Support,659607,5,Yes,Gold,659607,Partial
35,Freelancer,170121,756,1432733,No,Personal Need,423792,2,No,Gold,423792,Approved
57,Business,20441,685,495404,Yes,Education Fees,101513,14,Yes,Gold,101513,Partial
29,Business,51503,639,1112047,No,Small Business Support,431742,5,No,Gold,431742,Partial
37,Business,29397,555,313873,Yes,Medical Emergency,549749,10,No,Gold,118512,Rejected
30,Salaried,26300,622,681491,Yes,Personal Need,580931,5,Yes,Gold,346428,Partial
52,Business,34107,529,1252933,Yes,Personal Need,471433,3,Yes,Gold,426051,Partial
50,Self-Employed,80571,550,232318,Yes,Small Business Support,235687,8,Yes,Gold,235687,Partial
28,Salaried,32902,549,1230322,Yes,Personal Need,139354,1,No,Gold,30431,Rejected
59,Freelancer,103996,654,343233,No,Medical Emergency,643914,6,Yes,Gold,643914,Approved
48,Salaried,26683,862,668000,Yes,Small Business Support,700707,9,No,Gold,427802,Partial
26,Salaried,38366,668,635592,Yes,Medical Emergency,537391,8,No,Gold,481463,Partial
59,Salaried,74771,562,555547,No,Education Fees,188452,13,No,Gold,188452,Partial
31,Self-Employed,82281,851,431408,No,Small Business Support,676819,13,No,Gold,676819,Approved
25,Business,47371,622,105844,No,Small Business Support,51964,8,No,Gold,51964,Partial
28,Self-Employed,22130,684,95873,Yes,Personal Need,450394,15,Yes,Gold,67385,Rejected
39,Business,25893,746,65012,No,Medical Emergency,351951,9,Yes,Gold,351951,Partial
49,Business,44092,713,1319762,No,Education Fees,206874,6,No,Gold,206874,Partial
45,Business,144885,769,1137578,Yes,Personal Need,743756,9,No,Gold,743756,Partial
41,Freelancer,162360,529,616350,No,Personal Need,649909,3,No,Gold,649909,Approved
43,Salaried,169306,893,1409974,Yes,Small Business Support,153974,1,Yes,Gold,153974,Approved
42,Salaried,85288,828,866251,Yes,Personal Need,57393,8,Yes,Gold,57393,Approved
59,Freelancer,60612,741,1123052,Yes,Personal Need,278343,12,No,Gold,278343,Partial
47,Business,65147,879,739518,Yes,Small Business Support,654966,14,Yes,Gold,654966,Approved
23,Salaried,66235,744,702575,Yes,Medical Emergency,754755,12,Yes,Gold,754755,Approved
46,Salaried,41793,884,469481,No,Small Business Support,511152,4,Yes,Gold,511152,Approved
47,Salaried,141864,878,1026062,Yes,Medical Emergency,571299,6,Yes,Gold,571299,Approved
37,Self-Employed,47993,820,1401536,Yes,Personal Need,181517,15,No,Gold,181517,Partial
51,Business,30809,805,343685,No,Personal Need,292472,11,Yes,Gold,292472,Partial
26,Salaried,66875,505,1005716,No,Medical Emergency,52957,12,Yes,Gold,52957,Approved
31,Salaried,37544,617,107281,No,Education Fees,392751,13,No,Gold,81758,Rejected
37,Self-Employed,32585,539,757869,Yes,Small Business Support,85546,14,Yes,Gold,85546,Partial
37,Self-Employed,74409,657,191903,Yes,Personal Need,771335,13,No,Gold,771335,Partial
24,Salaried,31094,616,554256,No,Medical Emergency,798792,15,Yes,Gold,647210,Partial
43,Business,31920,517,1079556,Yes,Medical Emergency,599736,7,No,Gold,34378,Rejected
29,Salaried,20753,894,1268648,No,Education Fees,75732,10,Yes,Gold,75732,Approved
24,Self-Employed,49966,612,619873,No,Small Business Support,173529,6,Yes,Gold,173529,Partial
60,Business,156795,854,78609,Yes,Personal Need,678944,2,No,Gold,678944,Partial
32,Freelancer,65368,853,912774,Yes,Personal Need,788058,1,Yes,Gold,788058,Approved
24,Self-Employed,36988,837,1216548,No,Medical Emergency,125893,7,No,Gold,125893,Approved
39,Self-Employed,20049,852,73359,Yes,Medical Emergency,799820,14,Yes,Gold,289251,Partial
52,Self-Employed,71858,705,1470042,Yes,Small Business Support,621854,15,Yes,Gold,621854,Approved
48,Freelancer,102250,627,227530,No,Education Fees,143570,2,No,Gold,143570,Partial
