age,employment_type,monthly_income,credit_score,savings,existing_loan,loan_purpose,requested_amount,tenure_years,collateral,recommended_loan_type,approved_amount,approval_status
36,Salaried,44095,854,457145,No,Travel,216316,13,No,Personal,216316,Partial
28,Student,29791,506,476735,Yes,Travel,65799,8,No,Personal,6484,Rejected
36,Salaried,142295,760,798879,Yes,Emergency,145841,8,Yes,Personal,145841,Approved
24,Salaried,25043,748,283879,No,Shopping,725960,8,No,Personal,50584,Rejected
22,Business,24414,606,1037752,No,Shopping,780897,18,No,Personal,361165,Partial
43,Student,59022,874,1182913,Yes,Emergency,360035,3,Yes,Personal,360035,Approved
53,Business,78932,546,520771,No,Shopping,456313,24,Yes,Personal,456313,Approved
56,Self-Employed,60571,642,251660,Yes,Medical,186078,17,Yes,Personal,186078,Partial
52,Self-Employed,38710,820,1047414,No,Wedding,685388,2,No,Personal,685388,Partial
52,Salaried,40936,571,892317,No,Shopping,328727,23,Yes,Personal,328727,Partial
25,Self-Employed,92730,529,1134974,No,Shopping,738784,7,Yes,Personal,738784,Approved
56,Business,75110,812,982006,No,Wedding,626680,4,Yes,Personal,626680,Approved
55,Business,121308,642,799552,No,Travel,687967,25,No,Personal,687967,Partial
56,Student,34824,651,20410,Yes,Shopping,191647,10,Yes,Personal,14078,Rejected
41,Salaried,72601,862,1092214,Yes,Emergency,422932,4,Yes,Personal,422932,Approved
58,Self-Employed,46577,674,858437,Yes,Travel,555972,24,Yes,Personal,555972,Partial
57,Salaried,29843,573,820160,Yes,Travel,414831,25,Yes,Personal,414831,Partial
35,Salaried,70716,640,1119711,Yes,Travel,576806,11,Yes,Personal,576806,Partial
46,Business,68850,629,925834,No,Wedding,402497,13,Yes,Personal,402497,Partial
56,Business,33058,700,293416,Yes,Emergency,464521,16,Yes,Personal,464521,Partial
54,Self-Employed,28724,803,207893,Yes,Emergency,433010,22,No,Personal,85905,Rejected
22,Student,31459,834,325803,No,Wedding,768651,2,Yes,Personal,746492,Approved
26,Salaried,57965,758,623319,Yes,Travel,521923,11,Yes,Personal,521923,Approved
55,Self-Employed,37146,861,1032979,Yes,Emergency,661324,23,Yes,Personal,560263,Partial
33,Student,41455,738,835047,No,Medical,70005,22,No,Personal,3787,Rejected
45,Salaried,143526,857,204592,Yes,Shopping,797078,7,No,Personal,797078,Partial
40,Student,44392,544,758015,No,Wedding,575600,21,No,Personal,50747,Rejected
22,Student,31199,889,307856,Yes,Shopping,760929,24,No,Personal,514220,Partial
48,Student,123161,617,453601,Yes,Wedding,374008,19,Yes,Personal,374008,Partial
30,Self-Employed,38262,693,268276,Yes,Medical,384168,11,Yes,Personal,384168,Partial
38,Self-Employed,53499,503,579651,Yes,Wedding,770767,20,Yes,Personal,770767,Partial
51,Self-Employed,39815,684,804249,Yes,Emergency,194192,13,No,Personal,983,Rejected
38,Business,41998,773,158697,Yes,Travel,529770,15,No,Personal,79682,Rejected
45,Student,44329,669,1121488,Yes,Emergency,529094,17,Yes,Personal,70499,Rejected
46,Salaried,36912,733,418145,No,Travel,349803,15,No,Personal,349803,Partial
24,Self-Employed,41171,693,1069955,Yes,Emergency,483648,6,Yes,Personal,483648,Partial
58,Self-Employed,52956,689,363920,Yes,Emergency,714873,3,Yes,Personal,714873,Partial
53,Self-Employed,32471,521,722950,Yes,Wedding,796635,6,Yes,Personal,116983,Rejected
39,Self-Employed,24311,721,550812,Yes,Emergency,619902,15,No,Personal,28426,Rejected
58,Business,34479,576,33784,Yes,Shopping,709172,18,No,Personal,91493,Rejected
23,Self-Employed,71857,678,645877,No,Medical,487211,3,Yes,Personal,487211,Approved
59,Self-Employed,127211,744,647666,No,Medical,498081,12,No,Personal,498081,Partial
38,Student,37191,627,142021,Yes,Emergency,772106,19,Yes,Personal,68068,Rejected
54,Student,145064,681,1063838,No,Travel,252957,6,Yes,Personal,252957,Partial
28,Self-Employed,63587,643,753269,Yes,Travel,316776,1,Yes,Personal,316776,Partial
41,Salaried,30921,693,81063,Yes,Travel,755139,7,No,Personal,35587,Rejected
51,Self-Employed,79231,806,989870,No,Shopping,363884,24,Yes,Personal,363884,Approved
57,Student,79099,737,333115,No,Emergency,706944,1,No,Personal,706944,Partial
59,Salaried,74627,710,679553,Yes,Medical,571199,9,No,Personal,571199,Partial
40,Self-Employed,25734,600,98423,Yes,Shopping,76146,3,No,Personal,5572,Rejected
51,Student,54696,746,1102437,Yes,Emergency,456415,7,Yes,Personal,456415,Partial
59,Salaried,49136,566,675319,Yes,Wedding,386467,19,No,Personal,386467,Partial
41,Business,58935,535,260040,Yes,Wedding,618882,20,Yes,Personal,618882,Partial
39,Self-Employed,30203,807,1153672,No,Medical,543602,2,Yes,Personal,543602,Approved
48,Business,39533,882,954986,No,Wedding,797528,10,No,Personal,797528,Partial
50,Self-Employed,46291,840,223975,No,Emergency,292948,10,No,Personal,292948,Partial
37,Student,42924,805,701073,No,Medical,548424,16,Yes,Personal,548424,Approved
31,Student,69807,666,235864,No,Travel,633165,23,Yes,Personal,633165,Partial
46,Business,27985,662,824921,Yes,Shopping,502091,11,Yes,Personal,436215,Partial
36,Self-Employed,52553,867,1040537,Yes,Travel,632051,19,No,Personal,632051,Partial
46,Salaried,42462,818,706624,No,Medical,278182,21,Yes,Personal,278182,Approved
21,Self-Employed,64844,650,957762,Yes,Travel,647978,7,No,Personal,647978,Partial
43,Salaried,40037,824,287503,No,Shopping,105708,2,No,Personal,105708,Partial
43,Salaried,78367,555,846840,No,Emergency,450099,23,No,Personal,450099,Partial
51,Self-Employed,32602,813,895006,Yes,Wedding,62166,10,Yes,Personal,62166,Partial
52,Business,97797,582,892112,No,Shopping,238531,23,No,Personal,238531,Partial
49,Business,26088,601,1064710,Yes,Emergency,622696,23,No,Personal,63342,Rejected
44,Salaried,42626,593,1123957,No,Shopping,689705,15,Yes,Personal,689705,Partial
25,Student,79609,700,42614,No,Shopping,397617,15,No,Personal,397617,Partial
39,Student,42775,798,566188,Yes,Shopping,227292,21,No,Personal,227292,Partial
60,Salaried,22703,509,602691,No,Travel,319437,5,No,Personal,59646,Rejected
58,Self-Employed,62117,787,515338,No,Travel,138501,6,Yes,Personal,138501,Approved
52,Business,57798,884,370818,Yes,Medical,723459,19,No,Personal,723459,Approved
31,Business,29875,697,1136777,Yes,Emergency,325382,13,No,Personal,18926,Rejected
49,Business,67376,731,224187,No,Travel,333457,14,No,Personal,51269,Rejected
50,Self-Employed,69292,854,727592,Yes,Medical,121252,11,Yes,Personal,121252,Approved
49,Student,29283,605,69703,Yes,Shopping,719078,2,Yes,Personal,34054,Rejected
45,Self-Employed,72796,537,999276,Yes,Travel,497724,21,No,Personal,497724,Partial
38,Salaried,30900,787,575042,Yes,Emergency,260416,15,Yes,Personal,260416,Approved
30,Business,41080,556,563154,Yes,Medical,649098,2,Yes,Personal,619683,Partial
52,Self-Employed,50029,891,838903,No,Emergency,652553,5,No,Personal,652553,Approved
52,Business,47657,738,1152732,Yes,Emergency,177091,1,No,Personal,177091,Partial
24,Salaried,47962,741,983933,No,Wedding,631409,21,Yes,Personal,631409,Partial
40,Business,70665,845,197969,No,Wedding,87432,24,Yes,Personal,87432,Approved
36,Business,45976,640,1067913,No,Travel,108777,1,Yes,Personal,108777,Approved
28,Self-Employed,71867,687,1145250,Yes,Medical,88669,24,Yes,Personal,88669,Partial
60,Salaried,41259,522,124769,No,Shopping,228980,4,No,Personal,32580,Rejected
59,Self-Employed,26640,704,863073,No,Travel,273589,4,Yes,Personal,273589,Partial
28,Student,33603,547,1180580,Yes,Shopping,92675,15,Yes,Personal,92675,Partial
60,Business,50513,741,33316,Yes,Shopping,347514,6,Yes,Personal,347514,Partial
51,Self-Employed,40965,658,884092,Yes,Shopping,238744,6,Yes,Personal,238744,Partial
40,Student,38275,616,1131907,Yes,Shopping,582195,20,No,Personal,27277,Rejected
38,Salaried,46103,560,1063364,Yes,Medical,726185,6,Yes,Personal,662559,Partial
42,Business,44261,568,388863,Yes,Shopping,171703,1,No,Personal,21362,Rejected
47,Self-Employed,79438,700,250965,No,Wedding,482637,8,Yes,Personal,482637,Approved
51,Business,34282,578,974185,Yes,Wedding,529975,13,No,Personal,26504,Rejected
42,Self-Employed,38634,517,253013,No,Wedding,410265,15,No,Personal,80154,Rejected
31,Self-Employed,48081,711,473913,No,Medical,498906,15,No,Personal,498906,Partial
35,Self-Employed,80666,606,104009,No,Emergency,606921,24,Yes,Personal,606921,Partial
27,Business,22722,602,872739,Yes,Travel,300675,5,No,Personal,10603,Rejected
50,Salaried,140787,824,407859,No,Medical,707776,21,No,Personal,707776,Approved
54,Salaried,44670,679,1157568,Yes,Shopping,402001,22,Yes,Personal,47708,Rejected
24,Salaried,35248,814,788465,Yes,Shopping,793793,21,Yes,Personal,553720,Approved
55,Salaried,74163,869,459969,Yes,Travel,578027,11,No,Personal,578027,Approved
43,Business,37258,841,1135484,No,Medical,247503,15,No,Personal,247503,Approved
32,Student,90086,535,254932,Yes,Wedding,595980,16,Yes,Personal,595980,Partial
55,Self-Employed,33766,683,65051,No,Medical,293613,7,Yes,Personal,42339,Rejected
41,Business,42834,671,953770,No,Travel,230079,10,Yes,Personal,230079,Partial
39,Salaried,29318,622,357200,No,Wedding,219087,6,Yes,Personal,219087,Partial
57,Self-Employed,32113,571,92748,No,Travel,520211,12,Yes,Personal,3266,Rejected
46,Business,65010,760,29005,No,Emergency,353905,21,No,Personal,353905,Partial
49,Student,73975,606,312391,Yes,Emergency,697518,10,Yes,Personal,697518,Partial
24,Self-Employed,27279,792,430445,Yes,Medical,586648,3,No,Personal,316435,Partial
59,Salaried,127326,692,916827,No,Medical,348477,13,No,Personal,348477,Partial
56,Salaried,49091,654,947998,No,Emergency,196347,6,No,Personal,196347,Partial
54,Student,39355,743,33880,No,Emergency,233388,21,No,Personal,8973,Rejected
33,Self-Employed,59486,606,653325,No,Wedding,78143,16,No,Personal,78143,Partial
51,Salaried,79252,623,1051560,Yes,Travel,567000,1,Yes,Personal,567000,Partial
51,Business,70579,898,270785,No,Travel,220757,17,Yes,Personal,220757,Approved
29,Student,28934,682,766553,Yes,Shopping,719983,10,No,Personal,48037,Rejected
27,Self-Employed,48588,709,651394,No,Medical,610380,22,No,Personal,610380,Partial
54,Student,35889,718,361896,Yes,Shopping,281854,7,Yes,Personal,281854,Partial
54,Salaried,22503,516,56447,No,Travel,195766,12,No,Personal,22416,Rejected
32,Student,46691,516,318549,Yes,Wedding,186543,10,Yes,Personal,186543,Partial
28,Salaried,35868,731,431777,Yes,Emergency,174698,2,Yes,Personal,174698,Partial
21,Salaried,69720,716,439481,Yes,Medical,145189,22,No,Personal,145189,Partial
58,Student,48021,694,527138,Yes,Shopping,277538,4,Yes,Personal,277538,Partial
55,Salaried,92935,850,1015550,No,Emergency,756242,23,Yes,Personal,756242,Approved
45,Business,27456,698,679093,Yes,Shopping,192514,15,Yes,Personal,192514,Partial
56,Salaried,36177,536,978284,No,Wedding,630822,22,No,Personal,630822,Partial
33,Salaried,76295,687,790580,Yes,Medical,465623,1,No,Personal,465623,Partial
28,Self-Employed,42774,614,373838,Yes,Travel,259991,12,Yes,Personal,259991,Partial
52,Student,75100,635,859354,No,Emergency,586256,16,No,Personal,586256,Partial
28,Student,27563,755,82334,Yes,Medical,572332,24,Yes,Personal,500108,Partial
41,Self-Employed,40422,509,1110411,No,Travel,744255,15,Yes,Personal,744255,Partial
42,Salaried,84142,751,824530,No,Emergency,531984,11,No,Personal,531984,Approved
40,Self-Employed,24406,650,1042267,Yes,Shopping,768666,19,No,Personal,132824,Rejected
24,Business,39367,878,759799,No,Medical,669145,11,Yes,Personal,669145,Approved
58,Salaried,70486,613,917891,No,Travel,109191,12,No,Personal,109191,Partial
58,Salaried,88586,750,727986,Yes,Medical,533298,1,No,Personal,533298,Partial
38,Salaried,69268,540,812173,No,Emergency,154917,11,Yes,Personal,154917,Approved
42,Self-Employed,61906,772,1062183,Yes,Travel,328035,18,Yes,Personal,328035,Approved
35,Salaried,68947,543,593287,Yes,Emergency,269927,19,No,Personal,269927,Partial
40,Student,37693,654,863686,No,Shopping,239373,20,No,Personal,12225,Rejected
57,Business,46997,840,581902,No,Shopping,260394,19,Yes,Personal,260394,Approved
40,Business,48186,737,446892,No,Wedding,318903,9,No,Personal,318903,Partial
33,Salaried,47106,663,1194038,No,Wedding,217099,14,Yes,Personal,217099,Approved
38,Self-Employed,51384,845,61751,Yes,Shopping,362453,3,No,Personal,362453,Partial
44,Salaried,47518,756,515014,Yes,Shopping,746482,19,Yes,Personal,664112,Approved
59,Salaried,60270,675,837785,Yes,Wedding,162002,14,Yes,Personal,162002,Partial
47,Student,51833,648,256897,No,Emergency,765903,18,No,Personal,765903,Partial
30,Student,32050,726,93000,Yes,Travel,629577,23,Yes,Personal,47560,Rejected
28,Self-Employed,62730,550,555892,No,Travel,270606,3,Yes,Personal,270606,Approved
47,Salaried,22624,846,1007950,No,Medical,218132,11,No,Personal,218132,Partial
59,Student,20896,885,405329,No,Medical,470124,21,Yes,Personal,470124,Approved
26,Salaried,36920,887,292824,No,Emergency,189995,11,No,Personal,189995,Partial
41,Student,33582,651,811297,Yes,Shopping,728540,1,Yes,Personal,706281,Partial
33,Student,55530,579,919475,No,Travel,228386,5,Yes,Personal,228386,Partial
50,Business,43382,711,578267,No,Emergency,186523,24,No,Personal,186523,Partial
39,Self-Employed,33386,728,628578,No,Wedding,437593,8,No,Personal,437593,Partial
41,Business,73375,655,557344,Yes,Medical,399031,4,Yes,Personal,399031,Partial
59,Salaried,36532,798,847739,No,Shopping,238085,5,Yes,Personal,238085,Approved
42,Business,30397,831,317367,No,Medical,184082,4,No,Personal,184082,Approved
44,Business,48735,707,573140,No,Travel,565138,14,Yes,Personal,565138,Approved
49,Salaried,21788,605,1006180,No,Emergency,171660,6,No,Personal,171660,Partial
56,Business,23686,758,279321,No,Travel,239430,3,Yes,Personal,239430,Approved
57,Self-Employed,20135,674,398680,No,Emergency,759790,3,Yes,Personal,421310,Partial
28,Business,23475,760,80554,Yes,Construction,3059206,15,No,Home,475111,Rejected
41,Self-Employed,21595,793,697738,Yes,Construction,1576374,24,Yes,Home,288274,Approved
46,Salaried,26823,599,863886,No,Buy House,3304390,21,Yes,Home,680659,Partial
40,Self-Employed,23149,852,439160,No,Construction,3052168,15,No,Home,424134,Approved
44,Self-Employed,33959,565,736690,No,Renovation,4955064,22,Yes,Home,652759,Partial
51,Student,24187,797,541464,No,Buy House,1178283,10,Yes,Home,503170,Approved
50,Student,39187,564,54117,Yes,Renovation,2328472,24,No,Home,369297,Rejected
40,Student,34909,836,575901,No,Renovation,1456161,6,Yes,Home,896488,Approved
55,Salaried,23823,583,1020592,No,Construction,3340070,23,No,Home,414184,Rejected
40,Salaried,20454,502,414728,Yes,Renovation,2828199,7,No,Home,564744,Rejected
33,Salaried,35185,554,65753,Yes,Construction,4868867,6,Yes,Home,254415,Rejected
33,Student,47323,643,36513,Yes,Construction,4958259,21,No,Home,538292,Rejected
58,Business,21989,655,682385,Yes,Construction,1780970,9,No,Home,235051,Rejected
48,Salaried,43796,544,938784,Yes,Plot Purchase,4729788,17,Yes,Home,853666,Partial
45,Business,72057,813,1010536,Yes,Plot Purchase,1523030,20,Yes,Home,1079149,Approved
59,Business,33630,847,656804,Yes,Buy House,3809721,7,Yes,Home,546716,Approved
53,Salaried,61067,680,495403,Yes,Construction,2962768,18,Yes,Home,1166666,Partial
56,Student,77965,852,238401,Yes,Buy House,1688285,15,No,Home,1256853,Partial
27,Self-Employed,78537,647,349321,No,Construction,1632940,23,No,Home,1457696,Partial
29,Salaried,64389,722,534465,No,Renovation,1514993,11,No,Home,1220376,Partial
44,Self-Employed,44690,701,498532,Yes,Construction,4648299,14,No,Home,807562,Rejected
21,Salaried,30315,699,364613,No,Buy House,2066277,2,No,Home,346219,Rejected
54,Student,49025,862,658211,No,Plot Purchase,2031966,12,Yes,Home,1117661,Approved
55,Business,79088,887,868309,Yes,Buy House,3605930,10,Yes,Home,1761661,Approved
29,Student,36766,667,734518,Yes,Plot Purchase,2824504,1,Yes,Home,729973,Partial
28,Salaried,58512,811,279654,Yes,Construction,3299478,25,Yes,Home,1259942,Approved
58,Self-Employed,29323,867,313541,No,Buy House,3550179,17,Yes,Home,805101,Approved
27,Self-Employed,77147,612,150429,No,Renovation,4542695,5,No,Home,616813,Rejected
56,Business,69147,655,942914,No,Renovation,2010863,24,No,Home,1255710,Partial
53,Salaried,64924,696,348916,No,Buy House,1813901,4,No,Home,1063561,Partial
30,Salaried,32270,663,78673,Yes,Buy House,3359900,5,No,Home,512537,Rejected
21,Salaried,22213,827,1029100,No,Plot Purchase,3965069,19,No,Home,611147,Approved
29,Self-Employed,35103,891,961777,Yes,Buy House,4236211,24,No,Home,508892,Partial
55,Salaried,138078,886,205660,Yes,Plot Purchase,1838355,23,Yes,Home,1838355,Partial
57,Salaried,148388,560,1074109,Yes,Buy House,3106552,4,Yes,Home,2271497,Partial
58,Business,37483,823,114337,No,Construction,2314210,1,No,Home,687979,Partial
45,Student,23254,637,322061,Yes,Renovation,3373576,9,Yes,Home,343705,Partial
41,Self-Employed,21916,613,691175,Yes,Plot Purchase,3950032,14,No,Home,626004,Rejected
58,Self-Employed,44654,615,584736,Yes,Construction,1349103,11,No,Home,9763,Rejected
38,Salaried,38176,753,658819,No,Renovation,1994261,15,Yes,Home,742536,Approved
36,Business,139211,559,626600,Yes,Construction,3092631,1,Yes,Home,2416497,Partial
43,Self-Employed,36722,621,1140066,Yes,Construction,1831605,10,Yes,Home,730998,Partial
48,Self-Employed,76282,688,738558,No,Plot Purchase,2862995,25,No,Home,1310651,Partial
59,Student,42670,500,1019353,Yes,Construction,4901833,1,Yes,Home,750207,Partial
25,Salaried,76741,893,278821,No,Construction,2286349,13,No,Home,1404965,Approved
33,Business,44351,535,770405,Yes,Renovation,2765098,3,No,Home,516777,Rejected
59,Self-Employed,46906,749,601639,No,Renovation,1348284,6,Yes,Home,968883,Approved
57,Self-Employed,73885,770,68480,No,Buy House,4382895,22,No,Home,1467587,Partial
47,Student,36983,647,1104766,Yes,Buy House,3131471,24,Yes,Home,564416,Partial
46,Self-Employed,48839,604,493176,No,Renovation,2179771,3,Yes,Home,1001130,Approved
27,Salaried,46478,580,721083,No,Construction,2799501,8,Yes,Home,1220645,Approved
54,Self-Employed,137479,881,956286,Yes,Buy House,3965819,3,Yes,Home,3196156,Approved
29,Salaried,137924,578,925632,Yes,Buy House,3273941,4,Yes,Home,2193444,Approved
47,Self-Employed,75804,723,970872,No,Buy House,3648909,15,No,Home,1306980,Partial
33,Salaried,39502,872,426039,Yes,Plot Purchase,4331662,21,No,Home,701753,Partial
36,Self-Employed,51983,574,934039,No,Renovation,4738650,10,Yes,Home,1077146,Approved
21,Self-Employed,36616,864,134519,No,Renovation,2488301,12,Yes,Home,923014,Partial
50,Student,68550,878,648372,No,Buy House,4610962,11,Yes,Home,1967533,Approved
35,Self-Employed,26984,695,715237,No,Renovation,856416,7,No,Home,145409,Rejected
28,Self-Employed,26370,813,112075,Yes,Plot Purchase,2260847,7,Yes,Home,616529,Partial
42,Self-Employed,20704,533,232211,Yes,Construction,1730875,22,Yes,Home,125907,Rejected
44,Student,67267,880,929572,Yes,Renovation,2390825,4,Yes,Home,1379883,Approved
41,Business,112054,878,416575,No,Renovation,1246768,5,No,Home,1246768,Approved
58,Business,22667,890,156048,Yes,Plot Purchase,4982457,17,No,Home,352701,Partial
54,Business,66214,675,860844,Yes,Renovation,4592322,7,Yes,Home,955843,Partial
45,Self-Employed,129035,611,301711,Yes,Plot Purchase,2730869,10,No,Home,446800,Rejected
49,Business,32042,802,592563,No,Construction,2761176,1,Yes,Home,826541,Approved
26,Student,66804,611,599705,Yes,Buy House,3821886,4,Yes,Home,1030417,Partial
42,Student,46724,791,419806,Yes,Buy House,3312171,25,No,Home,789138,Approved
46,Business,74832,841,1095098,Yes,Renovation,2560559,13,Yes,Home,1322112,Approved
56,Business,65120,611,676565,Yes,Renovation,4479921,14,No,Home,879823,Partial
29,Self-Employed,44176,584,763781,No,Construction,4183702,8,No,Home,823507,Rejected
23,Self-Employed,30821,703,839747,No,Buy House,4041642,7,No,Home,473469,Rejected
40,Salaried,42114,605,1044696,Yes,Buy House,4037114,6,Yes,Home,559775,Partial
54,Salaried,32079,622,705290,No,Buy House,1883285,13,Yes,Home,589297,Partial
34,Self-Employed,60151,691,1015685,Yes,Renovation,4650005,20,No,Home,849474,Partial
49,Salaried,69820,855,709735,No,Buy House,1564224,15,No,Home,1564224,Approved
43,Student,46982,765,890428,Yes,Construction,4026803,6,No,Home,615801,Approved
23,Self-Employed,55176,681,1147717,No,Renovation,4939673,22,Yes,Home,1414640,Approved
44,Salaried,66529,804,880033,No,Renovation,1174426,6,No,Home,1174426,Approved
50,Business,33085,822,99219,Yes,Renovation,3544000,9,Yes,Home,548259,Partial
56,Self-Employed,64344,535,358410,Yes,Renovation,3267464,1,Yes,Home,1006091,Partial
25,Salaried,55030,623,474395,Yes,Construction,1200606,22,Yes,Home,793329,Partial
24,Salaried,32366,784,805686,Yes,Buy House,4337331,7,Yes,Home,582144,Partial
33,Salaried,48910,585,372075,Yes,Buy House,3544261,2,No,Home,629871,Partial
34,Business,95835,614,767794,No,Construction,3452815,6,Yes,Home,1929242,Partial
25,Student,62091,527,882132,No,Buy House,2238303,25,No,Home,1388589,Partial
45,Self-Employed,40819,897,686825,No,Buy House,4565743,3,No,Home,975974,Approved
53,Salaried,40196,752,667702,Yes,Renovation,1465968,24,No,Home,481049,Partial
33,Self-Employed,41038,592,950561,No,Plot Purchase,1132251,5,No,Home,750851,Partial
22,Self-Employed,60856,627,1151018,Yes,Renovation,4000135,22,Yes,Home,888042,Partial
25,Business,26306,518,448280,Yes,Renovation,2782313,3,Yes,Home,172132,Rejected
33,Self-Employed,39852,637,960092,Yes,Buy House,3816391,9,No,Home,443230,Rejected
53,Business,76857,844,61546,No,Plot Purchase,2081768,14,Yes,Home,1762531,Approved
50,Student,39858,643,306589,No,Renovation,835069,7,Yes,Home,835069,Partial
44,Business,33625,816,825384,No,Construction,1125703,10,Yes,Home,837195,Approved
33,Business,125689,663,792130,Yes,Construction,2870239,21,No,Home,1947882,Partial
44,Salaried,71147,577,975191,Yes,Renovation,903493,9,Yes,Home,903493,Partial
45,Business,79524,524,906979,Yes,Plot Purchase,4999729,14,No,Home,1219292,Partial
26,Salaried,75451,757,584178,Yes,Plot Purchase,853857,24,No,Home,853857,Approved
25,Business,41447,656,377845,Yes,Renovation,2461116,12,Yes,Home,660032,Partial
49,Self-Employed,21932,770,563900,No,Renovation,1469493,15,Yes,Home,349157,Approved
25,Student,27693,687,231412,Yes,Buy House,1151141,2,No,Home,98478,Rejected
59,Student,142028,875,920629,No,Plot Purchase,2809885,12,No,Home,2809885,Approved
24,Student,76420,558,862653,Yes,Plot Purchase,2884884,1,Yes,Home,1264062,Partial
51,Business,50103,803,54876,No,Construction,2759231,2,No,Home,1106420,Approved
26,Student,35601,900,230670,No,Renovation,1066302,10,Yes,Home,795680,Partial
56,Business,34623,844,1153862,Yes,Renovation,1550208,8,Yes,Home,688467,Partial
31,Student,116748,633,1018878,Yes,Construction,1558680,22,Yes,Home,1558680,Partial
59,Salaried,62354,818,1198389,No,Plot Purchase,1770477,8,Yes,Home,1177938,Approved
58,Self-Employed,53805,617,677189,No,Plot Purchase,1319128,19,Yes,Home,1319128,Approved
41,Student,76102,584,485864,Yes,Construction,3450181,13,Yes,Home,1276692,Partial
35,Business,54831,758,92024,No,Plot Purchase,4812126,10,Yes,Home,1235640,Approved
45,Salaried,123666,591,461687,Yes,Renovation,4889485,23,Yes,Home,1995551,Approved
31,Salaried,31056,661,750453,No,Plot Purchase,3168641,13,Yes,Home,721234,Partial
27,Self-Employed,45928,704,133504,No,Renovation,4506789,15,Yes,Home,803992,Partial
34,Self-Employed,50300,710,233800,Yes,Renovation,1272542,13,No,Home,247742,Rejected
24,Salaried,124367,620,867236,Yes,Renovation,4127297,2,Yes,Home,1889247,Approved
32,Business,76062,743,992394,No,Plot Purchase,897328,9,No,Home,897328,Partial
53,Self-Employed,38775,843,594042,Yes,Construction,4861692,19,Yes,Home,608695,Approved
41,Salaried,78253,768,870039,Yes,Buy House,1840936,13,No,Home,1429405,Approved
32,Self-Employed,34654,752,102089,Yes,Renovation,1536695,19,Yes,Home,539086,Partial
28,Student,37839,584,20179,Yes,Plot Purchase,4532261,10,Yes,Home,548055,Rejected
43,Self-Employed,71713,781,97036,Yes,Renovation,1925818,5,No,Home,960817,Partial
60,Business,28354,684,362505,No,Plot Purchase,4368038,15,Yes,Home,532654,Partial
38,Self-Employed,68470,851,364023,No,Construction,3978795,5,No,Home,1651552,Approved
38,Salaried,42412,609,710712,Yes,Plot Purchase,2027501,12,No,Home,116510,Rejected
45,Salaried,54047,593,662881,No,Plot Purchase,3073765,4,No,Home,1036320,Partial
45,Self-Employed,44290,857,1176939,No,Plot Purchase,879670,16,Yes,Home,879670,Approved
57,Student,43770,815,542424,No,Renovation,4482263,23,No,Home,1082154,Partial
38,Business,43542,779,660024,Yes,Plot Purchase,1556154,10,No,Home,467809,Partial
26,Self-Employed,22771,862,1053582,Yes,Construction,4975892,14,Yes,Home,435079,Partial
21,Business,74566,695,1127529,Yes,Renovation,2688012,20,No,Home,956685,Partial
53,Student,135408,622,802832,Yes,Buy House,3233239,11,Yes,Home,1995297,Partial
21,Business,29988,885,1101142,Yes,Buy House,3784197,15,No,Home,494322,Partial
43,Salaried,49169,823,763508,Yes,Construction,2457122,4,No,Home,926628,Partial
47,Salaried,80906,584,544570,Yes,Plot Purchase,3310584,16,No,Home,988003,Partial
38,Salaried,137588,545,930080,Yes,Buy House,2390203,12,Yes,Home,1756113,Partial
42,Salaried,26520,891,577422,Yes,Construction,1868993,14,No,Home,524172,Partial
46,Business,23534,753,346195,No,Renovation,1236541,17,Yes,Home,501555,Approved
21,Business,29247,698,919577,Yes,Renovation,2892679,20,Yes,Home,569900,Partial
36,Business,43149,747,1073470,Yes,Renovation,1810501,7,Yes,Home,617815,Partial
33,Self-Employed,40200,506,817657,No,Renovation,2660385,17,No,Home,447818,Rejected
24,Student,31913,645,896765,Yes,Renovation,1143002,11,Yes,Home,55568,Rejected
39,Business,39874,523,549033,No,Plot Purchase,1735569,12,No,Home,68318,Rejected
42,Student,61842,871,1129104,No,Renovation,4021639,8,No,Home,1399541,Approved
59,Salaried,49890,769,424598,No,Plot Purchase,3328967,4,Yes,Home,1145587,Approved
30,Salaried,33703,633,1195130,No,Buy House,4458488,12,No,Home,528345,Rejected
22,Self-Employed,42829,795,115305,Yes,Construction,4952578,23,Yes,Home,641797,Partial
45,Business,28896,601,355550,Yes,Construction,2971262,19,Yes,Home,490640,Partial
38,Salaried,21494,638,101979,Yes,Plot Purchase,1232180,9,Yes,Home,30457,Rejected
21,Student,62096,691,1171913,No,Construction,3273761,24,Yes,Home,1622746,Approved
21,Student,29164,502,1146985,Yes,Plot Purchase,2529387,24,No,Home,304959,Rejected
46,Self-Employed,43914,815,331079,No,Renovation,4653643,3,No,Home,985268,Partial
57,Business,103647,726,670453,Yes,Renovation,1382623,6,No,Home,1113125,Partial
46,Salaried,54499,724,229148,No,Buy House,913682,13,Yes,Home,913682,Partial
38,Self-Employed,81770,723,243008,No,Renovation,1967946,23,Yes,Home,1967946,Partial
31,Student,25063,670,580897,Yes,Buy House,3289222,1,Yes,Home,148724,Rejected
21,Self-Employed,33996,646,621560,Yes,Buy House,4925690,22,No,Home,295503,Rejected
43,Salaried,53879,719,197847,Yes,Renovation,4395595,20,Yes,Home,940132,Partial
30,Student,59405,614,588523,No,Plot Purchase,1440633,22,No,Home,1428589,Partial
